name,Tier,Text,generation_type,required_level,Spawn_weights
of the Conquest,1/3,Curse Enemies with Vulnerability on Hit,suffix,80,"ring_adjudicator, default"
of the Conquest,13/27,+(14-16)% to Global Critical Strike Multiplier,suffix,68,"ring_adjudicator, default"
of the Conquest,6/27,+(17-19)% to Global Critical Strike Multiplier,suffix,75,"ring_adjudicator, default"
of the Conquest,4/27,+(20-22)% to Global Critical Strike Multiplier,suffix,80,"ring_adjudicator, default"
of the Conquest,3/3,(8-12)% increased Damage with Bleeding<br>(5-6)% increased Bleeding Duration,suffix,68,"ring_adjudicator, default"
of the Conquest,2/3,(13-17)% increased Damage with Bleeding<br>(7-8)% increased Bleeding Duration,suffix,75,"ring_adjudicator, default"
of the Conquest,1/3,(18-22)% increased Damage with Bleeding<br>(9-10)% increased Bleeding Duration,suffix,80,"ring_adjudicator, default"
Redeemer's,3/4,Adds (17-23) to (35-41) Cold Damage against Chilled or Frozen Enemies,prefix,68,"ring_eyrie, default"
Redeemer's,1/4,Adds (20-26) to (41-48) Cold Damage against Chilled or Frozen Enemies,prefix,75,"ring_eyrie, default"
Redeemer's,3/5,(2-3) to (4-5) Added Cold Damage per Frenzy Charge,prefix,75,"ring_eyrie, default"
Redeemer's,1/5,(3-4) to (6-7) Added Cold Damage per Frenzy Charge,prefix,80,"ring_eyrie, default"
Redeemer's,8/10,(15-17)% increased Projectile Attack Damage,prefix,68,"ring_eyrie, default"
Redeemer's,4/10,(18-21)% increased Projectile Attack Damage,prefix,75,"ring_eyrie, default"
Redeemer's,3/10,(22-25)% increased Projectile Attack Damage,prefix,80,"ring_eyrie, default"
Redeemer's,13/33,Minions deal (15-17)% increased Damage,prefix,68,"ring_eyrie, default"
Redeemer's,7/33,Minions deal (18-21)% increased Damage,prefix,75,"ring_eyrie, default"
Redeemer's,6/33,Minions deal (22-25)% increased Damage,prefix,80,"ring_eyrie, default"
Redeemer's,8/12,(15-20)% faster start of Energy Shield Recharge,prefix,68,"ring_eyrie, default"
Redeemer's,5/12,(20-24)% faster start of Energy Shield Recharge,prefix,75,"ring_eyrie, default"
of Redemption,3/4,Curse Enemies with Frostbite on Hit,suffix,75,"ring_eyrie, default"
of Redemption,1/4,Curse Enemies with Frostbite on Hit,suffix,80,"ring_eyrie, default"
of Redemption,1/1,(8-12)% increased Attack Speed if you've been Hit Recently,suffix,75,"ring_eyrie, default"
Hunter's,1/2,(2-3)% increased Experience gain,prefix,85,"ring_basilisk, default"
Hunter's,5/7,You and your Minions take (45-31)% reduced Reflected Physical Damage,prefix,68,"ring_basilisk, default"
Hunter's,1/7,You and your Minions take (55-46)% reduced Reflected Physical Damage,prefix,75,"ring_basilisk, default"
Hunter's,4/6,You and your Minions prevent +(40-55)% of Reflected Physical Damage,prefix,68,"ring_basilisk, default"
Hunter's,1/6,You and your Minions prevent +(56-75)% of Reflected Physical Damage,prefix,75,"ring_basilisk, default"
Hunter's,5/7,You and your Minions take (45-31)% reduced Reflected Elemental Damage,prefix,68,"ring_basilisk, default"
Hunter's,1/7,You and your Minions take (55-46)% reduced Reflected Elemental Damage,prefix,75,"ring_basilisk, default"
Hunter's,4/6,You and your Minions prevent +(40-55)% of Reflected Elemental Damage,prefix,68,"ring_basilisk, default"
Hunter's,1/6,You and your Minions prevent +(56-75)% of Reflected Elemental Damage,prefix,75,"ring_basilisk, default"
Hunter's,7/12,(15-20)% faster start of Energy Shield Recharge,prefix,68,"ring_basilisk, default"
Hunter's,4/12,(20-24)% faster start of Energy Shield Recharge,prefix,75,"ring_basilisk, default"
Hunter's,3/8,Gain (10-15) Life per Enemy Hit with Attacks,prefix,68,"ring_basilisk, default"
Hunter's,1/8,Gain (16-20) Life per Enemy Hit with Attacks,prefix,75,"ring_basilisk, default"
Hunter's,3/3,Exerted Attacks deal (25-27)% increased Damage,prefix,68,"ring_basilisk, default"
Hunter's,2/3,Exerted Attacks deal (28-31)% increased Damage,prefix,75,"ring_basilisk, default"
Hunter's,1/3,Exerted Attacks deal (32-35)% increased Damage,prefix,80,"ring_basilisk, default"
of the Hunt,2/2,Curse Enemies with Elemental Weakness on Hit,suffix,75,"ring_basilisk, default"
of the Hunt,1/2,Curse Enemies with Elemental Weakness on Hit,suffix,80,"ring_basilisk, default"
of the Hunt,2/3,Curse Enemies with Despair on Hit,suffix,75,"ring_basilisk, default"
of the Hunt,1/3,Curse Enemies with Despair on Hit,suffix,80,"ring_basilisk, default"
of the Hunt,3/3,(8-12)% increased Damage with Poison<br>(5-6)% increased Poison Duration,suffix,68,"ring_basilisk, default"
of the Hunt,2/3,(13-17)% increased Damage with Poison<br>(7-8)% increased Poison Duration,suffix,75,"ring_basilisk, default"
of the Hunt,1/3,(18-22)% increased Damage with Poison<br>(9-10)% increased Poison Duration,suffix,80,"ring_basilisk, default"
Crusader's,2/6,(0.3-0.5)% of Lightning Damage Leeched as Life,prefix,68,"amulet_crusader, default"
of the Crusade,1/6,(0.3-0.5)% of Lightning Damage Leeched as Life,suffix,68,"amulet_crusader, default"
Crusader's,2/2,(0.2-0.4)% of Lightning Damage Leeched as Energy Shield,prefix,68,"amulet_crusader, default"
of the Crusade,1/2,(0.2-0.4)% of Lightning Damage Leeched as Energy Shield,suffix,68,"amulet_crusader, default"
Crusader's,1/2,1% increased Damage per 15 Intelligence,prefix,80,"amulet_crusader, default"
Crusader's,6/7,(3-4)% increased Damage per Power Charge,prefix,68,"amulet_crusader, default"
Crusader's,1/7,(5-6)% increased Damage per Power Charge,prefix,80,"amulet_crusader, default"
Crusader's,1/2,+1 to Level of all Lightning Skill Gems,prefix,82,"amulet_crusader, default"
Crusader's,12/20,Damage Penetrates (4-7)% Lightning Resistance,prefix,68,"amulet_crusader, default"
Crusader's,1/20,Damage Penetrates (8-10)% Lightning Resistance,prefix,82,"amulet_crusader, default"
Crusader's,4/6,(15-25)% increased Maximum total Life Recovery per second from Leech,prefix,68,"amulet_crusader, default"
of the Crusade,3/6,(15-25)% increased Maximum total Life Recovery per second from Leech,suffix,68,"amulet_crusader, default"
Crusader's,5/5,(15-25)% increased Maximum total Energy Shield Recovery per second from Leech,prefix,68,"amulet_crusader, default"
of the Crusade,4/5,(15-25)% increased Maximum total Energy Shield Recovery per second from Leech,suffix,68,"amulet_crusader, default"
of the Crusade,1/1,+2% to maximum Chance to Block Spell Damage,suffix,68,"amulet_crusader, default"
of the Crusade,1/1,Wrath has (50-40)% increased Mana Reservation Efficiency,suffix,75,"amulet_crusader, default"
of the Crusade,1/1,Wrath has (40-50)% increased Mana Reservation Efficiency,suffix,75,"amulet_crusader, default"
of the Crusade,1/1,Discipline has (60-50)% increased Mana Reservation Efficiency,suffix,75,"amulet_crusader, default"
of the Crusade,1/1,Discipline has (50-60)% increased Mana Reservation Efficiency,suffix,75,"amulet_crusader, default"
of the Crusade,1/1,Purity of Lightning has (60-50)% increased Mana Reservation Efficiency,suffix,75,"amulet_crusader, default"
of the Crusade,1/1,Purity of Lightning has (50-60)% increased Mana Reservation Efficiency,suffix,75,"amulet_crusader, default"
of the Crusade,1/1,Zealotry has (50-40)% increased Mana Reservation Efficiency,suffix,75,"amulet_crusader, default"
of the Crusade,1/1,Zealotry has (40-50)% increased Mana Reservation Efficiency,suffix,75,"amulet_crusader, default"
of the Crusade,9/22,(4-5)% Chance to Block Spell Damage,suffix,68,"amulet_crusader, default"
of the Crusade,2/22,(6-7)% Chance to Block Spell Damage,suffix,80,"amulet_crusader, default"
Warlord's,2/6,(0.3-0.5)% of Fire Damage Leeched as Life,prefix,68,"amulet_adjudicator, default"
of the Conquest,1/6,(0.3-0.5)% of Fire Damage Leeched as Life,suffix,68,"amulet_adjudicator, default"
Warlord's,2/2,(0.2-0.4)% of Fire Damage Leeched as Energy Shield,prefix,68,"amulet_adjudicator, default"
of the Conquest,1/2,(0.2-0.4)% of Fire Damage Leeched as Energy Shield,suffix,68,"amulet_adjudicator, default"
Warlord's,1/2,1% increased Damage per 15 Strength,prefix,80,"amulet_adjudicator, default"
Warlord's,6/6,(3-4)% increased Damage per Endurance Charge,prefix,68,"amulet_adjudicator, default"
Warlord's,1/6,(5-6)% increased Damage per Endurance Charge,prefix,80,"amulet_adjudicator, default"
Warlord's,1/2,+1 to Level of all Fire Skill Gems,prefix,82,"amulet_adjudicator, default"
Warlord's,1/2,+1 to Level of all Physical Skill Gems,prefix,82,"amulet_adjudicator, default"
Warlord's,12/22,Damage Penetrates (4-7)% Fire Resistance,prefix,68,"amulet_adjudicator, default"
Warlord's,1/22,Damage Penetrates (8-10)% Fire Resistance,prefix,82,"amulet_adjudicator, default"
of the Conquest,1/2,+2% to maximum Chance to Block Attack Damage,suffix,68,"amulet_adjudicator, default"
of the Conquest,1/1,Anger has (50-40)% increased Mana Reservation Efficiency,suffix,75,"amulet_adjudicator, default"
of the Conquest,1/1,Anger has (40-50)% increased Mana Reservation Efficiency,suffix,75,"amulet_adjudicator, default"
of the Conquest,1/1,Determination has (50-40)% increased Mana Reservation Efficiency,suffix,75,"amulet_adjudicator, default"
of the Conquest,1/1,Determination has (40-50)% increased Mana Reservation Efficiency,suffix,75,"amulet_adjudicator, default"
of the Conquest,1/1,Purity of Fire has (60-50)% increased Mana Reservation Efficiency,suffix,75,"amulet_adjudicator, default"
of the Conquest,1/1,Purity of Fire has (50-60)% increased Mana Reservation Efficiency,suffix,75,"amulet_adjudicator, default"
of the Conquest,1/1,Pride has (50-40)% increased Mana Reservation Efficiency,suffix,75,"amulet_adjudicator, default"
of the Conquest,1/1,Pride has (40-50)% increased Mana Reservation Efficiency,suffix,75,"amulet_adjudicator, default"
Redeemer's,2/6,(0.3-0.5)% of Cold Damage Leeched as Life,prefix,68,"amulet_eyrie, default"
of Redemption,1/6,(0.3-0.5)% of Cold Damage Leeched as Life,suffix,68,"amulet_eyrie, default"
Redeemer's,2/2,(0.2-0.4)% of Cold Damage Leeched as Energy Shield,prefix,68,"amulet_eyrie, default"
of Redemption,1/2,(0.2-0.4)% of Cold Damage Leeched as Energy Shield,suffix,68,"amulet_eyrie, default"
Redeemer's,1/2,1% increased Damage per 15 Dexterity,prefix,80,"amulet_eyrie, default"
Redeemer's,4/4,(3-4)% increased Damage per Frenzy Charge,prefix,68,"amulet_eyrie, default"
Redeemer's,1/4,(5-6)% increased Damage per Frenzy Charge,prefix,80,"amulet_eyrie, default"
Redeemer's,1/2,+1 to Level of all Cold Skill Gems,prefix,82,"amulet_eyrie, default"
Redeemer's,12/24,Damage Penetrates (4-7)% Cold Resistance,prefix,68,"amulet_eyrie, default"
Redeemer's,1/24,Damage Penetrates (8-10)% Cold Resistance,prefix,82,"amulet_eyrie, default"
of Redemption,3/3,Prevent +2% of Suppressed Spell Damage,suffix,68,"amulet_eyrie, default"
of Redemption,2/3,Prevent +2% of Suppressed Spell Damage,suffix,68,"amulet_eyrie, default"
of Redemption,1/3,Prevent +(3-5)% of Suppressed Spell Damage,suffix,68,"amulet_eyrie, default"
of Redemption,1/1,Hatred has (50-40)% increased Mana Reservation Efficiency,suffix,75,"amulet_eyrie, default"
of Redemption,1/1,Hatred has (40-50)% increased Mana Reservation Efficiency,suffix,75,"amulet_eyrie, default"
of Redemption,1/1,Grace has (50-40)% increased Mana Reservation Efficiency,suffix,75,"amulet_eyrie, default"
of Redemption,1/1,Grace has (40-50)% increased Mana Reservation Efficiency,suffix,75,"amulet_eyrie, default"
of Redemption,1/1,Purity of Ice has (60-50)% increased Mana Reservation Efficiency,suffix,75,"amulet_eyrie, default"
of Redemption,1/1,Purity of Ice has (50-60)% increased Mana Reservation Efficiency,suffix,75,"amulet_eyrie, default"
of Redemption,5/7,(21-25)% increased Warcry Speed,suffix,68,"amulet_eyrie, default"
of Redemption,3/7,(26-30)% increased Warcry Speed,suffix,75,"amulet_eyrie, default"
of Redemption,2/7,(31-35)% increased Warcry Speed,suffix,80,"amulet_eyrie, default"
of the Essence,7/7,(15-20)% increased Warcry Speed,suffix,42,default
of the Essence,6/7,(21-25)% increased Warcry Speed,suffix,58,default
of the Essence,4/7,(26-30)% increased Warcry Speed,suffix,74,default
of the Essence,1/7,(31-35)% increased Warcry Speed,suffix,82,default
of Redemption,2/2,(5-7)% chance to deal Double Damage if you have Stunned an Enemy Recently,suffix,75,"amulet_eyrie, default"
of Redemption,1/2,(8-10)% chance to deal Double Damage if you have Stunned an Enemy Recently,suffix,83,"amulet_eyrie, default"
Hunter's,2/6,(0.3-0.5)% of Physical Damage Leeched as Life,prefix,68,"amulet_basilisk, default"
of the Hunt,1/6,(0.3-0.5)% of Physical Damage Leeched as Life,suffix,68,"amulet_basilisk, default"
Hunter's,2/5,(0.3-0.5)% of Chaos Damage Leeched as Life,prefix,68,"amulet_basilisk, default"
of the Hunt,1/5,(0.3-0.5)% of Chaos Damage Leeched as Life,suffix,68,"amulet_basilisk, default"
Hunter's,1/2,+1 to Level of all Chaos Skill Gems,prefix,82,"amulet_basilisk, default"
Hunter's,1/1,+1 to Level of all Strength Skill Gems,prefix,82,"amulet_basilisk, default"
Hunter's,1/1,+1 to Level of all Dexterity Skill Gems,prefix,82,"amulet_basilisk, default"
Hunter's,1/1,+1 to Level of all Intelligence Skill Gems,prefix,82,"amulet_basilisk, default"
Hunter's,15/21,Damage Penetrates (3-4)% Elemental Resistances,prefix,68,"amulet_basilisk, default"
Hunter's,4/21,Damage Penetrates (5-6)% Elemental Resistances,prefix,82,"amulet_basilisk, default"
of the Hunt,1/1,Malevolence has (50-40)% increased Mana Reservation Efficiency,suffix,75,"amulet_basilisk, default"
of the Hunt,1/1,Malevolence has (40-50)% increased Mana Reservation Efficiency,suffix,75,"amulet_basilisk, default"
of the Hunt,3/5,"(3-6)% chance to gain a Power, Frenzy or Endurance Charge on Kill",suffix,68,"amulet_basilisk, default"
of the Hunt,1/5,"(7-10)% chance to gain a Power, Frenzy or Endurance Charge on Kill",suffix,75,"amulet_basilisk, default"
of the Hunt,3/4,Items and Gems have (10-5)% reduced Attribute Requirements,suffix,68,"amulet_basilisk, default"
of the Hunt,1/4,Items and Gems have (15-11)% reduced Attribute Requirements,suffix,75,"amulet_basilisk, default"
Crusader's,5/5,(25-34)% increased Physical Damage<br>0.6% of Physical Attack Damage Leeched as Life,prefix,68,"sword_crusader, axe_crusader, 2h_sword_crusader, 2h_axe_crusader, default"
Crusader's,4/5,(35-44)% increased Physical Damage<br>0.6% of Physical Attack Damage Leeched as Life,prefix,71,"sword_crusader, axe_crusader, 2h_sword_crusader, 2h_axe_crusader, default"
Crusader's,3/5,(45-54)% increased Physical Damage<br>0.6% of Physical Attack Damage Leeched as Life,prefix,74,"sword_crusader, axe_crusader, 2h_sword_crusader, 2h_axe_crusader, default"
Crusader's,2/5,(55-64)% increased Physical Damage<br>0.6% of Physical Attack Damage Leeched as Life,prefix,77,"sword_crusader, axe_crusader, 2h_sword_crusader, 2h_axe_crusader, default"
Crusader's,1/5,(65-69)% increased Physical Damage<br>0.6% of Physical Attack Damage Leeched as Life,prefix,80,"sword_crusader, axe_crusader, 2h_sword_crusader, 2h_axe_crusader, default"
Warlord's,5/5,(25-34)% increased Physical Damage<br>(3-4)% increased Attack Speed,prefix,68,"sword_adjudicator, axe_adjudicator, 2h_sword_adjudicator, 2h_axe_adjudicator, default"
Warlord's,4/5,(35-44)% increased Physical Damage<br>(3-4)% increased Attack Speed,prefix,71,"sword_adjudicator, axe_adjudicator, 2h_sword_adjudicator, 2h_axe_adjudicator, default"
Warlord's,3/5,(45-54)% increased Physical Damage<br>(3-4)% increased Attack Speed,prefix,74,"sword_adjudicator, axe_adjudicator, 2h_sword_adjudicator, 2h_axe_adjudicator, default"
Warlord's,2/5,(55-64)% increased Physical Damage<br>(3-4)% increased Attack Speed,prefix,77,"sword_adjudicator, axe_adjudicator, 2h_sword_adjudicator, 2h_axe_adjudicator, default"
Warlord's,1/5,(65-69)% increased Physical Damage<br>(3-4)% increased Attack Speed,prefix,80,"sword_adjudicator, axe_adjudicator, 2h_sword_adjudicator, 2h_axe_adjudicator, default"
Crusader's,5/5,(25-34)% increased Physical Damage<br>(8-10)% increased Critical Strike Chance,prefix,68,"claw_crusader, dagger_crusader, rune_dagger_crusader, default"
Crusader's,4/5,(35-44)% increased Physical Damage<br>(8-10)% increased Critical Strike Chance,prefix,71,"claw_crusader, dagger_crusader, rune_dagger_crusader, default"
Crusader's,3/5,(45-54)% increased Physical Damage<br>(8-10)% increased Critical Strike Chance,prefix,74,"claw_crusader, dagger_crusader, rune_dagger_crusader, default"
Crusader's,2/5,(55-64)% increased Physical Damage<br>(8-10)% increased Critical Strike Chance,prefix,77,"claw_crusader, dagger_crusader, rune_dagger_crusader, default"
Crusader's,1/5,(65-69)% increased Physical Damage<br>(8-10)% increased Critical Strike Chance,prefix,80,"claw_crusader, dagger_crusader, rune_dagger_crusader, default"
Warlord's,5/5,(25-34)% increased Physical Damage<br>+(10-15)% to Global Critical Strike Multiplier,prefix,68,"claw_adjudicator, dagger_adjudicator, rune_dagger_adjudicator, default"
Warlord's,4/5,(35-44)% increased Physical Damage<br>+(10-15)% to Global Critical Strike Multiplier,prefix,71,"claw_adjudicator, dagger_adjudicator, rune_dagger_adjudicator, default"
Warlord's,3/5,(45-54)% increased Physical Damage<br>+(10-15)% to Global Critical Strike Multiplier,prefix,74,"claw_adjudicator, dagger_adjudicator, rune_dagger_adjudicator, default"
Warlord's,2/5,(55-64)% increased Physical Damage<br>+(10-15)% to Global Critical Strike Multiplier,prefix,77,"claw_adjudicator, dagger_adjudicator, rune_dagger_adjudicator, default"
Warlord's,1/5,(65-69)% increased Physical Damage<br>+(10-15)% to Global Critical Strike Multiplier,prefix,80,"claw_adjudicator, dagger_adjudicator, rune_dagger_adjudicator, default"
Crusader's,5/5,(25-34)% increased Physical Damage<br>(6-8)% reduced Enemy Stun Threshold,prefix,68,"mace_crusader, sceptre_crusader, staff_crusader, warstaff_crusader, 2h_mace_crusader, default"
Crusader's,4/5,(35-44)% increased Physical Damage<br>(6-8)% reduced Enemy Stun Threshold,prefix,71,"mace_crusader, sceptre_crusader, staff_crusader, warstaff_crusader, 2h_mace_crusader, default"
Crusader's,3/5,(45-54)% increased Physical Damage<br>(6-8)% reduced Enemy Stun Threshold,prefix,74,"mace_crusader, sceptre_crusader, staff_crusader, warstaff_crusader, 2h_mace_crusader, default"
Crusader's,2/5,(55-64)% increased Physical Damage<br>(6-8)% reduced Enemy Stun Threshold,prefix,77,"mace_crusader, sceptre_crusader, staff_crusader, warstaff_crusader, 2h_mace_crusader, default"
Crusader's,1/5,(65-69)% increased Physical Damage<br>(6-8)% reduced Enemy Stun Threshold,prefix,80,"mace_crusader, sceptre_crusader, staff_crusader, warstaff_crusader, 2h_mace_crusader, default"
Warlord's,5/5,(25-34)% increased Physical Damage<br>(10-15)% increased Area of Effect,prefix,68,"mace_adjudicator, sceptre_adjudicator, staff_adjudicator, warstaff_adjudicator, 2h_mace_adjudicator, default"
Warlord's,4/5,(35-44)% increased Physical Damage<br>(10-15)% increased Area of Effect,prefix,71,"mace_adjudicator, sceptre_adjudicator, staff_adjudicator, warstaff_adjudicator, 2h_mace_adjudicator, default"
Warlord's,3/5,(45-54)% increased Physical Damage<br>(10-15)% increased Area of Effect,prefix,74,"mace_adjudicator, sceptre_adjudicator, staff_adjudicator, warstaff_adjudicator, 2h_mace_adjudicator, default"
Warlord's,2/5,(55-64)% increased Physical Damage<br>(10-15)% increased Area of Effect,prefix,77,"mace_adjudicator, sceptre_adjudicator, staff_adjudicator, warstaff_adjudicator, 2h_mace_adjudicator, default"
Warlord's,1/5,(65-69)% increased Physical Damage<br>(10-15)% increased Area of Effect,prefix,80,"mace_adjudicator, sceptre_adjudicator, staff_adjudicator, warstaff_adjudicator, 2h_mace_adjudicator, default"
Crusader's,5/5,(25-34)% increased Physical Damage<br>(20-25)% increased Projectile Speed,prefix,68,"wand_crusader, bow_crusader, default"
Crusader's,4/5,(35-44)% increased Physical Damage<br>(20-25)% increased Projectile Speed,prefix,71,"wand_crusader, bow_crusader, default"
Crusader's,3/5,(45-54)% increased Physical Damage<br>(20-25)% increased Projectile Speed,prefix,74,"wand_crusader, bow_crusader, default"
Crusader's,2/5,(55-64)% increased Physical Damage<br>(20-25)% increased Projectile Speed,prefix,77,"wand_crusader, bow_crusader, default"
Crusader's,1/5,(65-69)% increased Physical Damage<br>(20-25)% increased Projectile Speed,prefix,80,"wand_crusader, bow_crusader, default"
Hunter's,5/5,(25-34)% increased Physical Damage<br>Projectiles Pierce an additional Target,prefix,68,"wand_basilisk, bow_basilisk, default"
Hunter's,4/5,(35-44)% increased Physical Damage<br>Projectiles Pierce an additional Target,prefix,71,"wand_basilisk, bow_basilisk, default"
Hunter's,3/5,(45-54)% increased Physical Damage<br>Projectiles Pierce an additional Target,prefix,74,"wand_basilisk, bow_basilisk, default"
Hunter's,2/5,(55-64)% increased Physical Damage<br>Projectiles Pierce an additional Target,prefix,77,"wand_basilisk, bow_basilisk, default"
Hunter's,1/5,(65-69)% increased Physical Damage<br>Projectiles Pierce an additional Target,prefix,80,"wand_basilisk, bow_basilisk, default"
Warlord's,10/10,Adds (8-10) to (15-18) Fire Damage<br>Attacks with this Weapon Penetrate (5-7)% Fire Resistance,prefix,68,"sword_adjudicator, axe_adjudicator, claw_adjudicator, dagger_adjudicator, rune_dagger_adjudicator, mace_adjudicator, sceptre_adjudicator, wand_adjudicator, bow_adjudicator, default"
Warlord's,8/10,Adds (12-16) to (24-28) Fire Damage<br>Attacks with this Weapon Penetrate (5-7)% Fire Resistance,prefix,71,"sword_adjudicator, axe_adjudicator, claw_adjudicator, dagger_adjudicator, rune_dagger_adjudicator, mace_adjudicator, sceptre_adjudicator, wand_adjudicator, bow_adjudicator, default"
Warlord's,6/10,Adds (17-22) to (33-39) Fire Damage<br>Attacks with this Weapon Penetrate (5-7)% Fire Resistance,prefix,74,"sword_adjudicator, axe_adjudicator, claw_adjudicator, dagger_adjudicator, rune_dagger_adjudicator, mace_adjudicator, sceptre_adjudicator, wand_adjudicator, bow_adjudicator, default"
Warlord's,4/10,Adds (21-28) to (42-49) Fire Damage<br>Attacks with this Weapon Penetrate (5-7)% Fire Resistance,prefix,77,"sword_adjudicator, axe_adjudicator, claw_adjudicator, dagger_adjudicator, rune_dagger_adjudicator, mace_adjudicator, sceptre_adjudicator, wand_adjudicator, bow_adjudicator, default"
Warlord's,2/10,Adds (26-35) to (53-61) Fire Damage<br>Attacks with this Weapon Penetrate (5-7)% Fire Resistance,prefix,80,"sword_adjudicator, axe_adjudicator, claw_adjudicator, dagger_adjudicator, rune_dagger_adjudicator, mace_adjudicator, sceptre_adjudicator, wand_adjudicator, bow_adjudicator, default"
Warlord's,9/10,Adds (15-19) to (28-34) Fire Damage<br>Attacks with this Weapon Penetrate (5-7)% Fire Resistance,prefix,68,"2h_sword_adjudicator, 2h_axe_adjudicator, 2h_mace_adjudicator, staff_adjudicator, warstaff_adjudicator, default"
Warlord's,7/10,Adds (22-30) to (44-52) Fire Damage<br>Attacks with this Weapon Penetrate (5-7)% Fire Resistance,prefix,71,"2h_sword_adjudicator, 2h_axe_adjudicator, 2h_mace_adjudicator, staff_adjudicator, warstaff_adjudicator, default"
Warlord's,5/10,Adds (31-41) to (61-72) Fire Damage<br>Attacks with this Weapon Penetrate (5-7)% Fire Resistance,prefix,74,"2h_sword_adjudicator, 2h_axe_adjudicator, 2h_mace_adjudicator, staff_adjudicator, warstaff_adjudicator, default"
Warlord's,3/10,Adds (39-52) to (78-90) Fire Damage<br>Attacks with this Weapon Penetrate (5-7)% Fire Resistance,prefix,77,"2h_sword_adjudicator, 2h_axe_adjudicator, 2h_mace_adjudicator, staff_adjudicator, warstaff_adjudicator, default"
Warlord's,1/10,Adds (49-65) to (99-114) Fire Damage<br>Attacks with this Weapon Penetrate (5-7)% Fire Resistance,prefix,80,"2h_sword_adjudicator, 2h_axe_adjudicator, 2h_mace_adjudicator, staff_adjudicator, warstaff_adjudicator, default"
Redeemer's,10/10,Adds (7-9) to (14-16) Cold Damage<br>Attacks with this Weapon Penetrate (5-7)% Cold Resistance,prefix,68,"sword_eyrie, axe_eyrie, claw_eyrie, dagger_eyrie, rune_dagger_eyrie, mace_eyrie, sceptre_eyrie, wand_eyrie, bow_eyrie, default"
Redeemer's,8/10,Adds (11-14) to (22-25) Cold Damage<br>Attacks with this Weapon Penetrate (5-7)% Cold Resistance,prefix,71,"sword_eyrie, axe_eyrie, claw_eyrie, dagger_eyrie, rune_dagger_eyrie, mace_eyrie, sceptre_eyrie, wand_eyrie, bow_eyrie, default"
Redeemer's,6/10,Adds (15-20) to (30-35) Cold Damage<br>Attacks with this Weapon Penetrate (5-7)% Cold Resistance,prefix,74,"sword_eyrie, axe_eyrie, claw_eyrie, dagger_eyrie, rune_dagger_eyrie, mace_eyrie, sceptre_eyrie, wand_eyrie, bow_eyrie, default"
Redeemer's,4/10,Adds (19-25) to (38-44) Cold Damage<br>Attacks with this Weapon Penetrate (5-7)% Cold Resistance,prefix,77,"sword_eyrie, axe_eyrie, claw_eyrie, dagger_eyrie, rune_dagger_eyrie, mace_eyrie, sceptre_eyrie, wand_eyrie, bow_eyrie, default"
Redeemer's,2/10,Adds (23-32) to (48-55) Cold Damage<br>Attacks with this Weapon Penetrate (5-7)% Cold Resistance,prefix,80,"sword_eyrie, axe_eyrie, claw_eyrie, dagger_eyrie, rune_dagger_eyrie, mace_eyrie, sceptre_eyrie, wand_eyrie, bow_eyrie, default"
Redeemer's,9/10,Adds (13-16) to (26-30) Cold Damage<br>Attacks with this Weapon Penetrate (5-7)% Cold Resistance,prefix,68,"2h_sword_eyrie, 2h_axe_eyrie, 2h_mace_eyrie, staff_eyrie, warstaff_eyrie, default"
Redeemer's,7/10,Adds (21-26) to (41-46) Cold Damage<br>Attacks with this Weapon Penetrate (5-7)% Cold Resistance,prefix,71,"2h_sword_eyrie, 2h_axe_eyrie, 2h_mace_eyrie, staff_eyrie, warstaff_eyrie, default"
Redeemer's,5/10,Adds (28-37) to (56-65) Cold Damage<br>Attacks with this Weapon Penetrate (5-7)% Cold Resistance,prefix,74,"2h_sword_eyrie, 2h_axe_eyrie, 2h_mace_eyrie, staff_eyrie, warstaff_eyrie, default"
Redeemer's,3/10,Adds (35-46) to (71-81) Cold Damage<br>Attacks with this Weapon Penetrate (5-7)% Cold Resistance,prefix,77,"2h_sword_eyrie, 2h_axe_eyrie, 2h_mace_eyrie, staff_eyrie, warstaff_eyrie, default"
Redeemer's,1/10,Adds (43-59) to (89-102) Cold Damage<br>Attacks with this Weapon Penetrate (5-7)% Cold Resistance,prefix,80,"2h_sword_eyrie, 2h_axe_eyrie, 2h_mace_eyrie, staff_eyrie, warstaff_eyrie, default"
Crusader's,10/10,Adds 2 to (25-29) Lightning Damage<br>Attacks with this Weapon Penetrate (5-7)% Lightning Resistance,prefix,68,"sword_crusader, axe_crusader, claw_crusader, dagger_crusader, rune_dagger_crusader, mace_crusader, sceptre_crusader, wand_crusader, bow_crusader, default"
Crusader's,8/10,Adds (1-4) to (40-45) Lightning Damage<br>Attacks with this Weapon Penetrate (5-7)% Lightning Resistance,prefix,71,"sword_crusader, axe_crusader, claw_crusader, dagger_crusader, rune_dagger_crusader, mace_crusader, sceptre_crusader, wand_crusader, bow_crusader, default"
Crusader's,6/10,Adds (2-5) to (55-63) Lightning Damage<br>Attacks with this Weapon Penetrate (5-7)% Lightning Resistance,prefix,74,"sword_crusader, axe_crusader, claw_crusader, dagger_crusader, rune_dagger_crusader, mace_crusader, sceptre_crusader, wand_crusader, bow_crusader, default"
