name,Text,required_level,Enchant_pos
Enchantment Rallying Cry Additional Exert 1,Rallying Cry Exerts 1 additional Attack,75,h
Enchantment Rallying Cry Buff Effect 1,10% increased Rallying Cry Buff Effect,66,h
Enchantment Rallying Cry Buff Effect 2,15% increased Rallying Cry Buff Effect,75,h
Enchantment Reave Damage 1,25% increased Reave Damage,66,h
Enchantment Reave Damage 2,40% increased Reave Damage,75,h
Enchantment Reave Area Of Effect 1,16% increased Reave Radius,66,h
Enchantment Reave Area Of Effect 2,24% increased Reave Radius,75,h
Enchantment Reckoning Cooldown Speed 1,Reckoning has 20% increased Cooldown Recovery Rate,66,h
Enchantment Reckoning Cooldown Speed 2,Reckoning has 30% increased Cooldown Recovery Rate,75,h
Enchantment Reckoning Damage 1,25% increased Reckoning Damage,66,h
Enchantment Reckoning Damage 2,40% increased Reckoning Damage,75,h
Enchantment Rejuvination Totem Life Regeneration 1,30% increased Rejuvenation Totem Aura Effect,66,h
Enchantment Rejuvination Totem Life Regeneration 2,45% increased Rejuvenation Totem Aura Effect,75,h
Enchantment Rejuvination Totem Percent Life Regeneration Added As Mana Regeneration 2,Rejuvenation Totem also grants Mana Regeneration equal to 15% of its Life Regeneration,75,h
Enchantment Righteous Fire Damage 1,25% increased Righteous Fire Damage,66,h
Enchantment Righteous Fire Damage 2,40% increased Righteous Fire Damage,75,h
Enchantment Righteous Fire Area Of Effect 1,16% increased Righteous Fire Area of Effect,66,h
Enchantment Righteous Fire Area Of Effect 2,24% increased Righteous Fire Area of Effect,75,h
Enchantment Righteous Fire Spell Damage 1,Righteous Fire grants 20% increased Spell Damage,66,h
Enchantment Righteous Fire Spell Damage 2,Righteous Fire grants 30% increased Spell Damage,75,h
Enchantment Riposte Cooldown Speed 1,Riposte has 20% increased Cooldown Recovery Rate,66,h
Enchantment Riposte Cooldown Speed 2,Riposte has 30% increased Cooldown Recovery Rate,75,h
Enchantment Riposte Damage 1,25% increased Riposte Damage,66,h
Enchantment Riposte Damage 2,40% increased Riposte Damage,75,h
Enchantment Rune Blast Teleport 1,Rune Blast teleports you to the detonated Rune if you have not detonated Runes in the past 1 second,66,h
Enchantment Rune Blast Teleport 2,Rune Blast teleports you to the detonated Rune if you have not detonated Runes in the past 1.5 seconds,75,h
Enchantment Scourge Arrow Additional Spore 1,Scourge Arrow creates an additional spore pod at Maximum Stages,75,h
Enchantment Scourge Arrow Chance To Poison 1,Scourge Arrow has 6% chance to Poison per Stage,66,h
Enchantment Scourge Arrow Chance To Poison 2,Scourge Arrow has 8% chance to Poison per Stage,75,h
Enchantment Scourge Arrow Damage 1,Scourge Arrow deals 25% increased Damage,66,h
Enchantment Scourge Arrow Damage 2,Scourge Arrow deals 40% increased Damage,75,h
Enchantment Searing Bond Damage 1,25% increased Searing Bond Damage,66,h
Enchantment Searing Bond Damage 2,40% increased Searing Bond Damage,75,h
Enchantment Searing Bond Totem Elemental Resistances 1,24% increased Searing Bond Totem Elemental Resistances,66,h
Enchantment Searing Bond Totem Elemental Resistances 2,36% increased Searing Bond Totem Elemental Resistances,75,h
Enchantment Searing Bond Totem Placement Speed 1,40% increased Searing Bond Totem Placement Speed,66,h
Enchantment Searing Bond Totem Placement Speed 2,60% increased Searing Bond Totem Placement Speed,75,h
Enchantment Seismic Cry Exerted Attack Damage 1,Attacks Exerted by Seismic Cry deal 35% increased Damage,66,h
Enchantment Seismic Cry Exerted Attack Damage 2,Attacks Exerted by Seismic Cry deal 50% increased Damage,75,h
Enchantment Seismic Cry Minimum Power 1,Seismic Cry has a minimum of 10 Power,75,h
Enchantment Shattering Steel Chance to Not Consume Shards 1,Shattering Steel has 20% chance to not consume Steel Shards,66,h
Enchantment Shattering Steel Chance to Not Consume Shards 2,Shattering Steel has 30% chance to not consume Steel Shards,75,h
Enchantment Shattering Steel Damage 1,Shattering Steel deals 25% increased Damage,66,h
Enchantment Shattering Steel Damage 2,Shattering Steel deals 40% increased Damage,75,h
Enchantment Shattering Steel Fortify On Hit Close Range 1,Hits at Close Range with Shattering Steel Fortify,75,h
Enchantment Shield Charge Attack Speed 1,10% increased Shield Charge Attack Speed,66,h
Enchantment Shield Charge Attack Speed 2,15% increased Shield Charge Attack Speed,75,h
Enchantment Shield Charge Damage 1,25% increased Shield Charge Damage,66,h
Enchantment Shield Charge Damage 2,40% increased Shield Charge Damage,75,h
Enchantment Shield Crush Attack Speed 1,10% increased Shield Crush Attack Speed,66,h
Enchantment Shield Crush Attack Speed 2,15% increased Shield Crush Attack Speed,75,h
Enchantment Shield Crush Central Cone Area 1,Shield Crush central wave has 16% more Area of Effect,66,h
Enchantment Shield Crush Central Cone Area 2,Shield Crush central wave has 24% more Area of Effect,75,h
Enchantment Shield Crush Damage 1,25% increased Shield Crush Damage,66,h
Enchantment Shield Crush Damage 2,40% increased Shield Crush Damage,75,h
Enchantment Shock Nova Damage 1,25% increased Shock Nova Damage,66,h
Enchantment Shock Nova Damage 2,40% increased Shock Nova Damage,75,h
Enchantment Shock Nova Larger Ring Damage 1,Shock Nova ring deals 40% increased Damage,66,h
Enchantment Shock Nova Larger Ring Damage 2,Shock Nova ring deals 60% increased Damage,75,h
Enchantment Shock Nova Area Of Effect 1,16% increased Shock Nova Area of Effect,66,h
Enchantment Shock Nova Area Of Effect 2,24% increased Shock Nova Area of Effect,75,h
Enchantment Shockwave Totem Cast Speed 1,10% increased Shockwave Totem Cast Speed,66,h
Enchantment Shockwave Totem Cast Speed 2,15% increased Shockwave Totem Cast Speed,75,h
Enchantment Shockwave Totem Damage 1,25% increased Shockwave Totem Damage,66,h
Enchantment Shockwave Totem Damage 2,40% increased Shockwave Totem Damage,75,h
Enchantment Shockwave Totem Radius 1,16% increased Shockwave Totem Area of Effect,66,h
Enchantment Shockwave Totem Radius 2,24% increased Shockwave Totem Area of Effect,75,h
Enchantment Shrapnel Ballista Additional Arrows 1,Shrapnel Ballista fires an additional Arrow,75,h
Enchantment Shrapnel Ballista Extra Pierces 1,Shrapnel Ballista Pierces 4 additional Targets,66,h
Enchantment Shrapnel Ballista Extra Pierces 2,Shrapnel Ballista Pierces 6 additional Targets,75,h
Enchantment Shrapnel Ballista Projectile Speed 1,Shrapnel Ballista has 20% increased Projectile Speed,66,h
Enchantment Shrapnel Ballista Projectile Speed 2,Shrapnel Ballista has 30% increased Projectile Speed,75,h
Enchantment Shrapnel Shot Damage 1,25% increased Galvanic Arrow Damage,66,h
Enchantment Shrapnel Shot Damage 2,40% increased Galvanic Arrow Damage,75,h
Enchantment Shrapnel Shot Physical Damage Percent To Add As Lightning Damage 1,10% of Galvanic Arrow Physical Damage gained as extra Lightning Damage,66,h
Enchantment Shrapnel Shot Physical Damage Percent To Add As Lightning Damage 2,15% of Galvanic Arrow Physical Damage gained as extra Lightning Damage,75,h
Enchantment Shrapnel Trap Damage 1,Explosive Trap deals 25% increased Damage,66,h
Enchantment Shrapnel Trap Damage 2,Explosive Trap deals 40% increased Damage,75,h
Enchantment Shrapnel Trap Radius 1,Explosive Trap has 16% increased Area of Effect,66,h
Enchantment Shrapnel Trap Radius 2,Explosive Trap has 24% increased Area of Effect,75,h
Enchantment Shrapnel Trap Secondary Explosions 1,Explosive Trap causes an additional smaller explosion,66,h
Enchantment Shrapnel Trap Secondary Explosions 2,Explosive Trap causes 2 additional smaller explosions,75,h
Enchantment Siege Ballista Attack Speed 1,Siege Ballista has 10% increased Attack Speed,66,h
Enchantment Siege Ballista Attack Speed 2,Siege Ballista has 15% increased Attack Speed,75,h
Enchantment Siege Ballista Damage 1,Siege Ballista deals 25% increased Damage,66,h
Enchantment Siege Ballista Damage 2,Siege Ballista deals 40% increased Damage,75,h
Enchantment Siege Ballista Totem Placement Speed 1,Siege Ballista has 30% increased Totem Placement Speed,66,h
Enchantment Siege Ballista Totem Placement Speed 2,Siege Ballista has 45% increased Totem Placement Speed,75,h
Enchantment Sigil of Power Critical Strike Chance 1,Sigil of Power's Buff also grants 20% increased Critical Strike Chance per Stage,66,h
Enchantment Sigil of Power Critical Strike Chance 2,Sigil of Power's Buff also grants 30% increased Critical Strike Chance per Stage,75,h
Enchantment Sigil of Power Upgrade Cost 1,Sigil of Power requires 10% reduced Mana Spent to gain a Stage,66,h
Enchantment Sigil of Power Upgrade Cost 2,Sigil of Power requires 20% reduced Mana Spent to gain a Stage,75,h
Enchantment Dark Pact Area Of Effect 1,16% increased Dark Pact Area of Effect,66,h
Enchantment Dark Pact Area Of Effect 2,24% increased Dark Pact Area of Effect,75,h
Enchantment Dack Pact Cast Speed 1,8% increased Dark Pact Cast Speed,66,h
Enchantment Dack Pact Cast Speed 2,12% increased Dark Pact Cast Speed,75,h
Enchantment Dark Pact Damage 1,25% increased Dark Pact Damage,66,h
Enchantment Dark Pact Damage 2,40% increased Dark Pact Damage,75,h
Enchantment Smite Additional Target Chance 1,Smite has a 10% chance for lightning to strike another target,66,h
Enchantment Smite Additional Target Chance 2,Smite has a 15% chance for lightning to strike another target,75,h
Enchantment Smite Aura Effect 1,Smite has 20% increased Aura Effect,66,h
Enchantment Smite Aura Effect 2,Smite has 30% increased Aura Effect,75,h
Enchantment Smite Damage 1,Smite deals 25% increased Damage,66,h
Enchantment Smite Damage 2,Smite deals 40% increased Damage,75,h
Enchantment Smoke Mine Duration 1,20% increased Smoke Mine Duration,66,h
Enchantment Smoke Mine Duration 2,30% increased Smoke Mine Duration,75,h
Enchantment Smoke Mine Movement Speed 1,Smoke Mine grants additional 20% increased Movement Speed,66,h
Enchantment Smoke Mine Movement Speed 2,Smoke Mine grants additional 30% increased Movement Speed,75,h
Enchantment Venom Gyre Chance To Retain Projectile On Release 2,Venom Gyre has a 25% chance to keep each caught Projectile fired with Whirling Blades,75,h
Enchantment Venom Gyre Damage 1,Venom Gyre deals 25% increased Damage,66,h
Enchantment Venom Gyre Damage 2,Venom Gyre deals 40% increased Damage,75,h
Enchantment Venom Gyre Withering On Hit Chance 1,Venom Gyre has a 12% chance to inflict Withered for 2 seconds on Hit,66,h
Enchantment Venom Gyre Withering On Hit Chance 2,Venom Gyre has a 20% chance to inflict Withered for 2 seconds on Hit,75,h
Enchantment Snipe Attack Speed 1,10% increased Attack Speed with Snipe,66,h
Enchantment Snipe Attack Speed 2,15% increased Attack Speed with Snipe,75,h
Enchantment Snipe Maximum Stacks,+1 to maximum Snipe Stages,75,h
Enchantment Snipe Stun Avoidance 1,35% chance to Avoid being Stunned while Channelling Snipe,66,h
Enchantment Snipe Stun Avoidance 2,50% chance to Avoid being Stunned while Channelling Snipe,75,h
Enchantment Soul Link Duration 1,20% increased Soul Link Duration,66,h
Enchantment Soul Link Duration 2,30% increased Soul Link Duration,75,h
Enchantment Soulrend Applies Hinder Movement Speed 1,"Soulrend also Hinders Enemies, with 25% reduced Movement Speed",66,h
Enchantment Soulrend Applies Hinder Movement Speed 2,"Soulrend also Hinders Enemies, with 40% reduced Movement Speed",75,h
Enchantment Soulrend Damage 1,Soulrend deals 25% increased Damage,66,h
Enchantment Soulrend Damage 2,Soulrend deals 40% increased Damage,75,h
Enchantment Soulrend Number Of Additional Projectiles 1,Soulrend fires an additional Projectile,75,h
Enchantment Spark Damage 1,25% increased Spark Damage,66,h
Enchantment Spark Damage 2,40% increased Spark Damage,75,h
Enchantment Spark Num Of Additional Projectiles 1,Spark fires 2 additional Projectiles,66,h
Enchantment Spark Num Of Additional Projectiles 2,Spark fires 3 additional Projectiles,75,h
Enchantment Spark Projectile Fire in Circle 1,Spark fires Projectiles in a circle,75,h
Enchantment Spectral Helix Damage 1,25% increased Spectral Helix Damage,66,h
Enchantment Spectral Helix Damage 2,40% increased Spectral Helix Damage,75,h
Enchantment Spectral Helix Extra Rotation,Spectral Helix Projectile spirals through +1 rotations,75,h
Enchantment Spectral Helix Projectile Speed 1,20% increased Spectral Helix Projectile Speed,66,h
Enchantment Spectral Helix Projectile Speed 2,30% increased Spectral Helix Projectile Speed,75,h
Enchantment Spectral Shield Throw Damage 1,25% increased Spectral Shield Throw Damage,66,h
Enchantment Spectral Shield Throw Damage 2,40% increased Spectral Shield Throw Damage,75,h
Enchantment Spectral Shield Throw Num Of Additional Projectiles 1,Spectral Shield Throw fires 2 additional Shard Projectiles,66,h
Enchantment Spectral Shield Throw Num Of Additional Projectiles 2,Spectral Shield Throw fires 3 additional Shard Projectiles,75,h
Enchantment Spectral Shield Throw Projectile Speed 1,20% increased Spectral Shield Throw Projectile Speed,66,h
Enchantment Spectral Shield Throw Projectile Speed 2,30% increased Spectral Shield Throw Projectile Speed,75,h
Enchantment Spectral Throw Damage 1,25% increased Spectral Throw Damage,66,h
Enchantment Spectral Throw Damage 2,40% increased Spectral Throw Damage,75,h
Enchantment Spectral Throw Projectile Deceleration 1,20% reduced Spectral Throw Projectile Deceleration,66,h
Enchantment Spectral Throw Projectile Deceleration 2,30% reduced Spectral Throw Projectile Deceleration,75,h
Enchantment Spectral Throw Projectile Speed 1,20% increased Spectral Throw Projectile Speed,66,h
Enchantment Spectral Throw Projectile Speed 2,30% increased Spectral Throw Projectile Speed,75,h
Enchantment Spectre Attack And Cast Speed 1,Spectres have 8% increased Attack and Cast Speed,66,h
Enchantment Spectre Attack And Cast Speed 2,Spectres have 12% increased Attack and Cast Speed,75,h
Enchantment Spectre Elemental Resistances 1,+24% to Raised Spectre Elemental Resistances,66,h
Enchantment Spectre Elemental Resistances 2,+36% to Raised Spectre Elemental Resistances,75,h
Enchantment Spellslinger Cooldown Recovery 1,Skills Supported by Spellslinger have 20% increased Cooldown Recovery Rate,66,h
Enchantment Spellslinger Cooldown Recovery 2,Skills Supported by Spellslinger have 30% increased Cooldown Recovery Rate,75,h
Enchantment Spellslinger Reservation 1,20% increased Mana Reservation Efficiency of Skills Supported by Spellslinger,66,h
Enchantment Spellslinger Reservation 2,30% increased Mana Reservation Efficiency of Skills Supported by Spellslinger,75,h
Enchantment Spirit Offering Duration 1,30% increased Spirit Offering Duration,66,h
Enchantment Spirit Offering Duration 2,45% increased Spirit Offering Duration,75,h
Enchantment Spirit Offering Critical Strike Multiplier 1,Spirit Offering grants +8% to Critical Strike Multiplier,66,h
Enchantment Spirit Offering Critical Strike Multiplier 2,Spirit Offering grants +12% to Critical Strike Multiplier,75,h
Enchantment Split Arrow Critical Strike Chance 1,60% increased Split Arrow Critical Strike Chance,66,h
Enchantment Split Arrow Critical Strike Chance 2,90% increased Split Arrow Critical Strike Chance,75,h
Enchantment Split Arrow Damage 1,25% increased Split Arrow Damage,66,h
Enchantment Split Arrow Damage 2,40% increased Split Arrow Damage,75,h
Enchantment Split Arrow Num Of Additional Projectiles 1,Split Arrow fires 2 additional Projectiles,66,h
Enchantment Split Arrow Num Of Additional Projectiles 2,Split Arrow fires 3 additional Projectiles,75,h
Enchantment Splitting Steel Area 1,Splitting Steel has 16% increased Area of Effect,66,h
Enchantment Splitting Steel Area 2,Splitting Steel has 24% increased Area of Effect,75,h
Enchantment Splitting Steel Chance to Not Consume Shard 1,Splitting Steel has 20% chance to not consume Steel Shards,66,h
Enchantment Splitting Steel Chance to Not Consume Shard 2,Splitting Steel has 30% chance to not consume Steel Shards,75,h
Enchantment Splitting Steel 1,Splitting Steel deals 25% increased Damage,66,h
Enchantment Splitting Steel 2,Splitting Steel deals 40% increased Damage,75,h
Enchantment Static Strike Damage 1,25% increased Static Strike Damage,66,h
Enchantment Static Strike Damage 2,40% increased Static Strike Damage,75,h
Enchantment Static Strike Duration 1,30% increased Static Strike Duration,66,h
Enchantment Static Strike Duration 2,45% increased Static Strike Duration,75,h
Enchantment Static Strike Maximum Beam Targets 1,Static Strike has +1 maximum Beam Targets,66,h
Enchantment Static Strike Maximum Beam Targets 2,Static Strike has +2 maximum Beam Targets,75,h
Enchantment Static Strike Area Of Effect 1,16% increased Static Strike Area of Effect,66,h
Enchantment Static Strike Area Of Effect 2,24% increased Static Strike Area of Effect,75,h
Enchantment Steelskin Additional Physical Damage Reduction 1,Steelskin grants 8% additional Physical Damage Reduction,66,h
Enchantment Steelskin Additional Physical Damage Reduction 2,Steelskin grants 12% additional Physical Damage Reduction,75,h
Enchantment Steelskin Damage Limit 1,Steelskin Buff can take 30% increased amount of Damage,66,h
Enchantment Steelskin Damage Limit 2,Steelskin Buff can take 45% increased amount of Damage,75,h
Enchantment Stone Golem Elemental Resistances 1,+24% to Stone Golem Elemental Resistances,66,h
Enchantment Stone Golem Elemental Resistances 2,36% to Stone Golem Elemental Resistances,75,h
Enchantment Stone Golem Granted Buff Effect 1,100% increased Effect of the Buff granted by your Stone Golems,66,h
Enchantment Stone Golem Granted Buff Effect 2,150% increased Effect of the Buff granted by your Stone Golems,75,h
Enchantment Stormbind Area of Effect 1,Stormbind has 16% increased Area of Effect,66,h
Enchantment Stormbind Area of Effect 2,Stormbind has 24% increased Area of Effect,75,h
Enchantment Stormbind Damage 1,Stormbind deals 25% increased Damage,66,h
Enchantment Stormbind Damage 2,Stormbind deals 40% increased Damage,75,h
Enchantment Storm Brand Damage 1,Storm Brand deals 25% increased Damage,66,h
Enchantment Storm Brand Damage 2,Storm Brand deals 40% increased Damage,75,h
Enchantment Storm Burst Additional Object Chance 1,Storm Burst has a 10% chance to create an additional Orb,66,h
Enchantment Storm Burst Additional Object Chance 2,Storm Burst has a 15% chance to create an additional Orb,75,h
Enchantment Storm Burst Damage 1,25% increased Storm Burst Damage,66,h
Enchantment Storm Burst Damage 2,40% increased Storm Burst Damage,75,h
Enchantment Storm Burst Area Of Effect 1,16% increased Storm Burst Area of Effect,66,h
Enchantment Storm Burst Area Of Effect 2,24% increased Storm Burst Area of Effect,75,h
Enchantment Storm Call Damage 1,25% increased Storm Call Damage,66,h
Enchantment Storm Call Damage 2,40% increased Storm Call Damage,75,h
Enchantment Storm Call Duration 1,20% reduced Storm Call Duration,66,h
Enchantment Storm Call Duration 2,30% reduced Storm Call Duration,75,h
Enchantment Storm Call Area Of Effect 1,16% increased Storm Call Area of Effect,66,h
Enchantment Storm Call Area Of Effect 2,24% increased Storm Call Area of Effect,75,h
Enchantment Orb of Storms Critical Strike Chance 1,60% increased Orb of Storms Critical Strike Chance,66,h
Enchantment Orb of Storms Critical Strike Chance 2,90% increased Orb of Storms Critical Strike Chance,75,h
Enchantment Orb of Storms Area Of Effect 1,16% increased Orb of Storms Area of Effect,66,h
Enchantment Orb of Storms Area Of Effect 2,24% increased Orb of Storms Area of Effect,75,h
Enchantment Storm Rain Additional Arrow 1,Storm Rain fires an additional Arrow,75,h
Enchantment Storm Rain Damage 1,25% increased Storm Rain Damage,66,h
Enchantment Storm Rain Damage 2,40% increased Storm Rain Damage,75,h
Enchantment Storm Rain Frequency 1,Storm Rain has 25% increased Beam frequency,66,h
Enchantment Storm Rain Frequency 2,Storm Rain has 40% increased Beam frequency,75,h
Enchantment Summoned Raging Spirit Additional 1,Summon Raging Spirit has 16% chance to summon an extra Minion,66,h
Enchantment Summoned Raging Spirit Additional 2,Summon Raging Spirit has 24% chance to summon an extra Minion,75,h
Enchantment Summoned Raging Spirit Duration 1,Summon Raging Spirit has 20% increased Duration,66,h
Enchantment Summoned Raging Spirit Duration 2,Summon Raging Spirit has 30% increased Duration,75,h
Enchantment Summoned Reaper Damage 1,Summoned Reaper deals 25% increased Damage,66,h
Enchantment Summoned Reaper Damage 2,Summoned Reaper deals 40% increased Damage,75,h
Enchantment Summoned Reaper Physical Damage over time Multiplier 1,Summoned Reaper has +12% to Physical Damage over Time Multiplier,66,h
Enchantment Summoned Reaper Physical Damage over time Multiplier 2,Summoned Reaper has +20% to Physical Damage over Time Multiplier,75,h
Enchantment Summon Flame Golem Damage 1,Flame Golems have 25% increased Damage,66,h
Enchantment Summon Flame Golem Damage 2,Flame Golems have 40% increased Damage,75,h
Enchantment Summon Ice Golem Damage 1,Ice Golems deal 25% increased Damage,66,h
Enchantment Summon Ice Golem Damage 2,Ice Golems deal 40% increased Damage,75,h
Enchantment Summon Lightning Golem Damage 1,Lightning Golems deal 25% increased Damage,66,h
Enchantment Summon Lightning Golem Damage 2,Lightning Golems deal 40% increased Damage,75,h
Enchantment Summon Raging Spirit Damage 1,Summoned Raging Spirits deal 25% increased Damage,66,h
Enchantment Summon Raging Spirit Damage 2,Summoned Raging Spirits deal 40% increased Damage,75,h
Enchantment Summon Reaper Cooldown Recovery 1,20% increased Summon Reaper Cooldown Recovery Rate,66,h
Enchantment Summon Reaper Cooldown Recovery 2,30% increased Summon Reaper Cooldown Recovery Rate,75,h
Enchantment Summon Skeletons Damage 1,Skeletons deal 25% increased Damage,66,h
Enchantment Summon Skeletons Damage 2,Skeletons deal 40% increased Damage,75,h
Enchantment Summon Skeletons Additional Warrior Skeletons 1,20% chance to Summon an additional Skeleton with Summon Skeletons,66,h
Enchantment Summon Skeletons Additional Warrior Skeletons 2,40% chance to Summon an additional Skeleton with Summon Skeletons,75,h
Enchantment Summon Skitterbots Area Of Effect 1,Summoned Skitterbots have 60% increased Area of Effect,66,h
Enchantment Summon Skitterbots Area Of Effect 2,Summoned Skitterbots have 90% increased Area of Effect,75,h
Enchantment Summon Skitterbots Mana Reservation 1,Summon Skitterbots has 30% increased Mana Reservation Efficiency,66,h
Enchantment Summon Skitterbots Mana Reservation 2,Summon Skitterbots has 45% increased Mana Reservation Efficiency,75,h
Enchantment Summon Stone Golem Damage 1,Stone Golems deal 25% increased Damage,66,h
Enchantment Summon Stone Golem Damage 2,Stone Golems deal 40% increased Damage,75,h
Enchantment Sumon Chaos Golem Damage 1,Chaos Golems deal 25% increased Damage,66,h
Enchantment Sumon Chaos Golem Damage 2,Chaos Golems deal 40% increased Damage,75,h
Enchantment Sunder Damage 1,Sunder has 25% increased Damage,66,h
Enchantment Sunder Damage 2,Sunder has 40% increased Damage,75,h
Enchantment Sunder Radius 1,Sunder has 16% increased Area of Effect,66,h
Enchantment Sunder Radius 2,Sunder has 24% increased Area of Effect,75,h
Enchantment Sunder Wave Speed 1,Sunder has 15% reduced delay between Areas in the Wave,66,h
Enchantment Sunder Wave Speed 2,Sunder has 20% reduced delay between Areas in the Wave,75,h
Enchantment Sweep Damage 1,25% increased Sweep Damage,66,h
Enchantment Sweep Damage 2,40% increased Sweep Damage,75,h
Enchantment Sweep Endurance Charge on Hit Chance 1,Sweep has a 20% chance to grant an Endurance Charge on Hit,66,h
Enchantment Sweep Endurance Charge on Hit Chance 2,Sweep has a 30% chance to grant an Endurance Charge on Hit,75,h
Enchantment Sweep Area Of Effect 1,16% increased Sweep Area of Effect,66,h
Enchantment Sweep Area Of Effect 2,24% increased Sweep Area of Effect,75,h
Enchantment Tectonic Slam Area Of Effect 1,Tectonic Slam has 16% increased Area of Effect,66,h
Enchantment Tectonic Slam Area Of Effect 2,Tectonic Slam has 24% increased Area of Effect,75,h
Enchantment Tectonic Slam Chance For Side Crack 1,Tectonic Slam has +12% fissure branching chance,66,h
Enchantment Tectonic Slam Chance For Side Crack 2,Tectonic Slam has +20% fissure branching chance,75,h
Enchantment Tectonic Slam Damage 1,Tectonic Slam deals 25% increased Damage,66,h
Enchantment Tectonic Slam Damage 2,Tectonic Slam deals 40% increased Damage,75,h
Enchantment Tempest Shield Damage 1,25% increased Tempest Shield Damage,66,h
Enchantment Tempest Shield Damage 2,40% increased Tempest Shield Damage,75,h
Enchantment Tempest Shield Num Of Additional Projectiles In Chain 1,Tempest Shield chains an additional 2 times,66,h
Enchantment Tempest Shield Num Of Additional Projectiles In Chain 2,Tempest Shield chains an additional 3 times,75,h
Enchantment Temporal Chains Curse Effect 1,10% increased Temporal Chains Curse Effect,66,h
Enchantment Temporal Chains Curse Effect 2,15% increased Temporal Chains Curse Effect,75,h
Enchantment Temporal Chains Duration 1,30% increased Temporal Chains Duration,66,h
Enchantment Temporal Chains Duration 2,45% increased Temporal Chains Duration,75,h
Enchantment Temporal Rift Cooldown 1,Temporal Rift has 20% increased Cooldown Recovery Rate,66,h
Enchantment Temporal Rift Cooldown 2,Temporal Rift has 30% increased Cooldown Recovery Rate,75,h
Enchantment Tornado Damage 1,25% increased Tornado Damage,66,h
Enchantment Tornado Damage 2,40% increased Tornado Damage,75,h
Enchantment Tornado Movement Speed 1,Tornado has 20% increased Movement Speed,66,h
Enchantment Tornado Movement Speed 2,Tornado has 30% increased Movement Speed,75,h
Enchantment Tornado Area Of Effect 1,16% increased Tornado Area of Effect,66,h
Enchantment Tornado Area Of Effect 2,24% increased Tornado Area of Effect,75,h
Enchantment Tornado Shot Critical Strike Chance 1,60% increased Tornado Shot Critical Strike Chance,66,h
Enchantment Tornado Shot Critical Strike Chance 2,90% increased Tornado Shot Critical Strike Chance,75,h
Enchantment Tornado Shot Damage 1,25% increased Tornado Shot Damage,66,h
Enchantment Tornado Shot Damage 2,40% increased Tornado Shot Damage,75,h
Enchantment Tornado Shot Num Of Secondary Projectiles 2,Tornado Shot fires an additional secondary Projectile,75,h
Enchantment Toxic Rain Damage 1,Toxic Rain deals 25% increased Damage,66,h
Enchantment Toxic Rain Damage 2,Toxic Rain deals 40% increased Damage,75,h
Enchantment Toxic Rain Num Of Additional Projectiles 1,Toxic Rain fires 1 additional Arrow,75,h
Enchantment Toxic Rain Physical Added As Chaos 1,Toxic Rain gains 6% of Physical Damage as Extra Chaos Damage,66,h
Enchantment Toxic Rain Physical Added As Chaos 2,Toxic Rain gains 10% of Physical Damage as Extra Chaos Damage,75,h
Enchantment Vampiric Link Duration 1,20% increased Vampiric Link Duration,66,h
Enchantment Vampiric Link Duration 2,30% increased Vampiric Link Duration,75,h
Enchantment Vengeance Cooldown Speed 1,Vengeance has 20% increased Cooldown Recovery Rate,66,h
Enchantment Vengeance Cooldown Speed 2,Vengeance has 30% increased Cooldown Recovery Rate,75,h
Enchantment Vengeance Damage 1,25% increased Vengeance Damage,66,h
Enchantment Vengeance Damage 2,40% increased Vengeance Damage,75,h
Enchantment Vigilant Strike Damage 1,25% increased Vigilant Strike Damage,66,h
Enchantment Vigilant Strike Damage 2,40% increased Vigilant Strike Damage,75,h
Enchantment Vigilant Strike Fortify Duration 1,Vigilant Strike has 30% increased Fortification Duration,66,h
Enchantment Vigilant Strike Fortify Duration 2,Vigilant Strike has 45% increased Fortification Duration,75,h
Enchantment Viper Strike Critical Strike Chance 1,60% increased Viper Strike Critical Strike Chance,66,h
Enchantment Viper Strike Critical Strike Chance 2,90% increased Viper Strike Critical Strike Chance,75,h
Enchantment Viper Strike Damage 1,25% increased Viper Strike Damage,66,h
Enchantment Viper Strike Damage 2,40% increased Viper Strike Damage,75,h
Enchantment Viper Strike Poison Duration 1,20% increased Viper Strike Duration,66,h
Enchantment Viper Strike Poison Duration 2,30% increased Viper Strike Duration,75,h
Enchantment Vitality Mana Reservation 1,Vitality has 50% increased Mana Reservation Efficiency,66,h
Enchantment Vitality Mana Reservation 2,Vitality has 75% increased Mana Reservation Efficiency,75,h
Enchantment Void Sphere Cooldown 1,Void Sphere has 20% increased Cooldown Recovery Rate,66,h
Enchantment Void Sphere Cooldown 2,Void Sphere has 30% increased Cooldown Recovery Rate,75,h
Enchantment Void Sphere Damage Taken 1,"Enemies in Void Sphere's range take up to 6% increased Damage, based on distance from the Void Sphere",66,h
Enchantment Void Sphere Damage Taken 2,"Enemies in Void Sphere's range take up to 10% increased Damage, based on distance from the Void Sphere",75,h
Enchantment Void Sphere Pulse Rate 1,Void Sphere has 12% increased Pulse Frequency,66,h
Enchantment Void Sphere Pulse Rate 2,Void Sphere has 18% increased Pulse Frequency,75,h
Enchantment Volatile Dead Cast Speed 1,8% increased Volatile Dead Cast Speed,66,h
Enchantment Volatile Dead Cast Speed 2,12% increased Volatile Dead Cast Speed,75,h
Enchantment Volatile Dead Damage 1,25% increased Volatile Dead Damage,66,h
Enchantment Volatile Dead Damage 2,40% increased Volatile Dead Damage,75,h
