name,Tier,Text,generation_type,required_level,Spawn_weights
"of Needling","Unknown","(61-70)% increased [Critical|Critical Hit] Chance","suffix","1","heist_equipment_weapon, default"
"of Stinging","Unknown","Various","suffix","Various","Various"
"of Aid","Unknown","Various","suffix","Various","Various"
"of Coordination","Unknown","Various","suffix","Various","Various"
"of Cooperation","Unknown","Various","suffix","Various","Various"
"of Gossip","Unknown","(7-8)% chance on completing a Heist to generate an additional Reveal with Whakano","suffix","1","heist_equipment_tool, default"
"of Disclosure","Unknown","(9-10)% chance on completing a Heist to generate an additional Reveal with Whakano","suffix","45","heist_equipment_tool, default"
"of Discovery","Unknown","Various","suffix","Various","Various"
"of Gentleness","Unknown","Various","suffix","Various","Various"
"of Subtlety","Unknown","Various","suffix","Various","Various"
"of Ingenuity","Unknown","Various","suffix","Various","Various"
"of Aplomb","Unknown","Various","suffix","Various","Various"
"of Discount","Unknown","Various","suffix","Various","Various"
"of Reduction","Unknown","Various","suffix","Various","Various"
"of Concession","Unknown","Various","suffix","Various","Various"
"of Markdown","Unknown","Various","suffix","Various","Various"
"of the Cache","Unknown","Heist Chests have a (6-7)% chance to Duplicate contained Basic Currency","suffix","1","heist_equipment_reward, default"
"of the Stash","Unknown","Heist Chests have a (8-9)% chance to Duplicate contained Basic Currency","suffix","45","heist_equipment_reward, default"
"of the Stockpile","Unknown","Heist Chests have a (10-12)% chance to Duplicate contained Basic Currency","suffix","75","heist_equipment_reward, default"
"of the Hoard","Unknown","Heist Chests have a (13-15)% chance to Duplicate contained Basic Currency","suffix","83","heist_equipment_reward, default"
"of Glimmering","Unknown","Heist Chests have a (6-7)% chance to Duplicate contained Jewels","suffix","1","heist_equipment_reward, default"
"of Glittering","Unknown","Heist Chests have a (8-9)% chance to Duplicate contained Jewels","suffix","45","heist_equipment_reward, default"
"of Dazzling","Unknown","Heist Chests have a (10-12)% chance to Duplicate contained Jewels","suffix","75","heist_equipment_reward, default"
"of Paths","Unknown","Heist Chests have a (6-7)% chance to Duplicate contained Maps","suffix","1","heist_equipment_reward, default"
"of Locations","Unknown","Heist Chests have a (8-9)% chance to Duplicate contained Maps","suffix","45","heist_equipment_reward, default"
"of Maps","Unknown","Heist Chests have a (10-12)% chance to Duplicate contained Maps","suffix","75","heist_equipment_reward, default"
"of the Atlas","Unknown","Heist Chests have a (13-15)% chance to Duplicate contained Maps","suffix","83","heist_equipment_reward, default"
"of Guiding","Unknown","Heist Chests have a (6-7)% chance to Duplicate contained Sextants","suffix","1","heist_equipment_reward, default"
"of Charting","Unknown","Heist Chests have a (8-9)% chance to Duplicate contained Sextants","suffix","45","heist_equipment_reward, default"
"of Navigating","Unknown","Heist Chests have a (10-12)% chance to Duplicate contained Sextants","suffix","75","heist_equipment_reward, default"
"of Helmsmanship","Unknown","Heist Chests have a (13-15)% chance to Duplicate contained Sextants","suffix","83","heist_equipment_reward, default"
"of Fragments","Unknown","Heist Chests have a (6-7)% chance to Duplicate contained Map Fragments","suffix","1","heist_equipment_reward, default"
"of Pieces","Unknown","Heist Chests have a (8-9)% chance to Duplicate contained Map Fragments","suffix","45","heist_equipment_reward, default"
"of Puzzles","Unknown","Heist Chests have a (10-12)% chance to Duplicate contained Map Fragments","suffix","75","heist_equipment_reward, default"
"of Assembly","Unknown","Heist Chests have a (13-15)% chance to Duplicate contained Map Fragments","suffix","83","heist_equipment_reward, default"
"of Cards","Unknown","Heist Chests have a (6-7)% chance to Duplicate contained Divination Cards","suffix","1","heist_equipment_reward, default"
"of Decks","Unknown","Heist Chests have a (8-9)% chance to Duplicate contained Divination Cards","suffix","45","heist_equipment_reward, default"
"of Collections","Unknown","Heist Chests have a (10-12)% chance to Duplicate contained Divination Cards","suffix","75","heist_equipment_reward, default"
"of Compendiums","Unknown","Heist Chests have a (13-15)% chance to Duplicate contained Divination Cards","suffix","83","heist_equipment_reward, default"
"of Confusion","Unknown","Heist Chests have a (6-7)% chance to Duplicate contained Delirium Orbs and Splinters","suffix","1","heist_equipment_reward, default"
"of Uncertainty","Unknown","Heist Chests have a (8-9)% chance to Duplicate contained Delirium Orbs and Splinters","suffix","45","heist_equipment_reward, default"
"of Voices","Unknown","Heist Chests have a (10-12)% chance to Duplicate contained Delirium Orbs and Splinters","suffix","75","heist_equipment_reward, default"
"of Insanity","Unknown","Various","suffix","Various","Various"
"of Spores","Unknown","Heist Chests have a (6-7)% chance to Duplicate contained Blighted Maps and Catalysts","suffix","1","heist_equipment_reward, default"
"of Fungi","Unknown","Heist Chests have a (8-9)% chance to Duplicate contained Blighted Maps and Catalysts","suffix","45","heist_equipment_reward, default"
"of Infestation","Unknown","Heist Chests have a (10-12)% chance to Duplicate contained Blighted Maps and Catalysts","suffix","75","heist_equipment_reward, default"
"of the Blight","Unknown","Various","suffix","Various","Various"
"of Whispering","Unknown","Heist Chests have a (6-7)% chance to Duplicate contained Essences","suffix","1","heist_equipment_reward, default"
"of Weeping","Unknown","Heist Chests have a (8-9)% chance to Duplicate contained Essences","suffix","45","heist_equipment_reward, default"
"of Screaming","Unknown","Heist Chests have a (10-12)% chance to Duplicate contained Essences","suffix","75","heist_equipment_reward, default"
"of Deafening","Unknown","Various","suffix","Various","Various"
"of the Tear","Unknown","Heist Chests have a (6-7)% chance to Duplicate contained Breach Splinters","suffix","1","heist_equipment_reward, default"
"of the Breach","Unknown","Heist Chests have a (10-12)% chance to Duplicate contained Breach Splinters","suffix","75","heist_equipment_reward, default"
"of Polish","Unknown","Heist Chests have a (8-9)% chance to Duplicate contained Scarabs","suffix","45","heist_equipment_reward, default"
"of Gilding","Unknown","Heist Chests have a (10-12)% chance to Duplicate contained Scarabs","suffix","75","heist_equipment_reward, default"
"of Wings","Unknown","Heist Chests have a (13-15)% chance to Duplicate contained Scarabs","suffix","83","heist_equipment_reward, default"
"of Powders","Unknown","Heist Chests have a (6-7)% chance to Duplicate contained Catalysts","suffix","1","heist_equipment_reward, default"
"of Reactants","Unknown","Heist Chests have a (8-9)% chance to Duplicate contained Catalysts","suffix","45","heist_equipment_reward, default"
"of Concatenation","Unknown","Heist Chests have a (10-12)% chance to Duplicate contained Catalysts","suffix","75","heist_equipment_reward, default"
"of Catalysts","Unknown","Heist Chests have a (13-15)% chance to Duplicate contained Catalysts","suffix","83","heist_equipment_reward, default"
"of the Few","Unknown","Heist Chests have a (6-7)% chance to Duplicate contained Legion Splinters","suffix","1","heist_equipment_reward, default"
"of the Many","Unknown","Heist Chests have a (8-9)% chance to Duplicate contained Legion Splinters","suffix","45","heist_equipment_reward, default"
"of the Countless","Unknown","Heist Chests have a (10-12)% chance to Duplicate contained Legion Splinters","suffix","75","heist_equipment_reward, default"
"of the Legion","Unknown","Various","suffix","Various","Various"
"of Blessings","Unknown","Heist Chests have a (8-9)% chance to Duplicate contained Oils","suffix","45","heist_equipment_reward, default"
"of Consecrations","Unknown","Heist Chests have a (10-12)% chance to Duplicate contained Oils","suffix","75","heist_equipment_reward, default"
"of Anointments","Unknown","Heist Chests have a (13-15)% chance to Duplicate contained Oils","suffix","83","heist_equipment_reward, default"
"Lucky","Unknown","Various","prefix","Various","Various"
"of Superstition","Unknown","Various","suffix","Various","Various"
"Dominated by Sirus","Unknown","undefined","unique","1",""
"Benevolent Guardian","Unknown","undefined","nemesis","15","no_cannot_die_aura, abyssal, immobile, breach_commander, legion_monster, rare, default"
"of Challenge","Unknown","Various","unique","Various","Various"
"of the Skunk","Unknown","Immunity to Poison during Effect<br>(49-45)% less Duration","suffix","16","default"
"of the Conger","Unknown","Immunity to Shock during Effect<br>(49-45)% less Duration","suffix","6","default"
"of the Deer","Unknown","Immunity to Freeze and Chill during Effect<br>(49-45)% less Duration","suffix","4","default"
"of the Urchin","Unknown","Immunity to Ignite during Effect<br>Removes Burning on use<br>(49-45)% less Duration","suffix","6","default"
"Superior","Unknown","undefined","prefix","1","default"
"Anomalous","Unknown","undefined","prefix","1","default"
"Divergent","Unknown","undefined","prefix","1","default"
"Zealous","Unknown","(20-25)% increased Cast Speed","prefix","1","special_sentinel_mod, default"
"Lively","Unknown","(26-35)% increased Cast Speed","prefix","24","special_sentinel_mod, default"
"Hostile","Unknown","undefined","prefix","1","special_sentinel_mod, default"
"Insistent","Unknown","undefined","prefix","45","special_sentinel_mod, default"
"Combative","Unknown","undefined","prefix","60","special_sentinel_mod, default"
"Lasting","Unknown","(20-25)% increased Duration","prefix","1","special_sentinel_mod, sentinel_b, default"
"Lingering","Unknown","(26-35)% increased Duration","prefix","10","special_sentinel_mod, sentinel_b, default"
"Continual","Unknown","(46-55)% increased Duration","prefix","60","special_sentinel_mod, sentinel_b, default"
"Everlasting","Unknown","(56-70)% increased Duration","prefix","80","special_sentinel_mod, sentinel_b, default"
"True","Unknown","+(30-40) seconds to Duration","prefix","82","special_sentinel_mod, sentinel_b, default"
"Ample","Unknown","+(1-2) to Charge","prefix","1","special_sentinel_mod, default"
"Vast","Unknown","+(3-4) to Charge","prefix","7","special_sentinel_mod, default"
"Extensive","Unknown","+(7-8) to Charge","prefix","55","special_sentinel_mod, default"
"Capacious","Unknown","+(9-10) to Charge","prefix","75","special_sentinel_mod, default"
"of Unholy Might","Unknown","Various","suffix","Various","Various"
"of Tailwind","Unknown","Various","suffix","Various","Various"
"of Acceleration","Unknown","Various","suffix","Various","Various"
"of Charge","Unknown","Various","suffix","Various","Various"
"of Diamonds","Unknown","Various","suffix","Various","Various"
"of Gloom","Unknown","Various","suffix","Various","Various"
"of Bulk","Unknown","Various","suffix","Various","Various"
"of Echoing","Unknown","Character Gains Echoing Shrine for 20 seconds on deployment","suffix","45","special_sentinel_mod, default"
"of Adrenaline","Unknown","Character Gains Adrenaline for 20 seconds on deployment","suffix","45","special_sentinel_mod, default"
"of the Juggernaut","Unknown","Character Gains Endurance Charges for 15 seconds on deployment","suffix","24","special_sentinel_mod, default"
"of the Assassin","Unknown","Character Gains Power Charges for 15 seconds on deployment","suffix","24","special_sentinel_mod, default"
"of the Raider","Unknown","Character Gains Frenzy Charges for 15 seconds on deployment","suffix","24","special_sentinel_mod, default"
"of Luxury","Unknown","Various","suffix","Various","Various"
"of Worlds","Unknown","Various","suffix","Various","Various"
"of Trinkets","Unknown","Various","suffix","Various","Various"
"of Armour","Unknown","Various","suffix","Various","Various"
"of Armaments","Unknown","Various","suffix","Various","Various"
"of Emblems","Unknown","Various","suffix","Various","Various"
"of Skittering","Unknown","Various","suffix","Various","Various"
"of the Depths","Unknown","Various","suffix","Various","Various"
"of the Harbinger","Unknown","Various","suffix","Various","Various"
"of the Underground","Unknown","Various","suffix","Various","Various"
"of Smuggling","Unknown","Various","suffix","Various","Various"
"of the Ritual","Unknown","Various","suffix","Various","Various"
"of Mystery","Unknown","Various","suffix","Various","Various"
"Ricochetting","Unknown","Beams Chain +3 times","prefix","80","special_sentinel_mod, sentinel_c, default"
"Reaching","Unknown","(21-30)% increased Chaining range","prefix","35","special_sentinel_mod, sentinel_c, default"
"Extending","Unknown","(31-40)% increased Chaining range","prefix","58","special_sentinel_mod, sentinel_c, default"
"Stretching","Unknown","(41-55)% increased Chaining range","prefix","74","special_sentinel_mod, sentinel_c, default"
"Splintering","Unknown","Fires an additional Beam","prefix","20","special_sentinel_mod, sentinel_c, default"
"Fracturing","Unknown","Fires 3 additional Beams","prefix","80","special_sentinel_mod, sentinel_c, default"
"of Copying","Unknown","(16-20)% chance for Rewards to be Doubled","suffix","1","special_sentinel_mod, default"
"Energising","Unknown","Various","prefix","Various","Various"
"of Determination","Unknown","Grants Level 20 Determination Aura","suffix","55","special_sentinel_mod, sentinel_b, default"
"of the Flames","Unknown","Grants Level 20 Purity of Fire Aura","suffix","55","special_sentinel_mod, sentinel_b, default"
"of Purity","Unknown","Grants Level 20 Purity of Elements Aura","suffix","55","special_sentinel_mod, sentinel_b, default"
"of Hatred","Unknown","Grants Level 20 Hatred Aura","suffix","55","special_sentinel_mod, sentinel_b, default"
"of Grace","Unknown","Grants Level 20 Grace Aura","suffix","55","special_sentinel_mod, sentinel_b, default"
"of Wrath","Unknown","Grants Level 20 Wrath Aura","suffix","55","special_sentinel_mod, sentinel_b, default"
"of Discipline","Unknown","Grants Level 20 Discipline Aura","suffix","55","special_sentinel_mod, sentinel_b, default"
"of Zealotry","Unknown","Grants Level 20 Zealotry Aura","suffix","55","special_sentinel_mod, sentinel_b, default"
"of Malevolence","Unknown","Grants Level 20 Malevolence Aura","suffix","55","special_sentinel_mod, sentinel_b, default"
"of Opulence","Unknown","Various","suffix","Various","Various"
"of Prosperity","Unknown","Various","suffix","Various","Various"
"of Invigoration","Unknown","Various","suffix","Various","Various"
"of the Prize","Unknown","(10-14)% increased chance to add Rewards","suffix","1","special_sentinel_mod, sentinel_c, default"
"of the Trophy","Unknown","(15-19)% increased chance to add Rewards","suffix","45","special_sentinel_mod, sentinel_c, default"
"of the Bounty","Unknown","(20-30)% increased chance to add Rewards","suffix","82","special_sentinel_mod, sentinel_c, default"
"of Organised Chaos","Unknown","Areas contain many additional Rogue Exiles<br>Rogues Exiles are found in Groups<br>Rogue Exiles can drop Fractured Items","suffix","1","memory_line_kirac, default"
"of Ransacked Relics","Unknown","undefined","suffix","1","memory_line_alva, default"
"of Formidable Shrines","Unknown","Areas contain additional Shrines<br>Shrines grant multiple Effects when activated<br>Shrine Monsters drop Currency Items","suffix","1","memory_line_alva, default"
"of the Pantheon","Unknown","Areas contain additional Shrines<br>Area contains Shrines guarded by Pantheon Monsters","suffix","1","memory_line_kirac, default"
"of Collective Stasis","Unknown","Areas contain additional Essences<br>Essences contain multiple Rare Monsters with Essences","suffix","1","memory_line_kirac, default"
"of Crystal Prisons","Unknown","Areas contain additional Essences<br>Essences contain Rogue Exiles","suffix","1","memory_line_einhar, default"
"of Cascading Fortunes","Unknown","Areas contain additional Strongboxes<br>Strongboxes are found in Sequences<br>Strongboxes in a Sequence open when the previous Strongbox in the Sequence has unlocked","suffix","1","memory_line_alva, default"
"of Hidden Behemoths","Unknown","Areas contain additional Strongboxes<br>Strongboxes contain Unique Map Bosses","suffix","1","memory_line_alva, default"
"of Demonic Onslaught","Unknown","Areas are Breached<br>Areas contain additional Large Breach Hands<br>Breach Bosses have a chance to drop a Breachstone","suffix","1","memory_line_niko, default"
"of Grasping Hands","Unknown","Areas contain many additional Breaches<br>Breaches open and close faster","suffix","1","memory_line_niko, default"
"of Self-Possession","Unknown","Players in Areas are Possessed<br>Players in Areas Touch monsters on Hit","suffix","1","memory_line_kirac, default"
"of Tormented Souls","Unknown","Rare and Unique Monsters found in Areas are Possessed and their Minions are Touched","suffix","1","memory_line_niko, default"
"of Survivor's Guilt","Unknown","Players in Areas take on the form of Harbingers<br>Items found in Areas are replaced by stacks of Currency Shards","suffix","1","memory_line_kirac, default"
"of Phaaryl","Unknown","Areas contain additional Harbinger Portals<br>Harbinger Portals drop additional Currency Shards when destroyed","suffix","1","memory_line_kirac, default"
"of Harvest Beasts","Unknown","Areas contain Einhar<br>Areas can contain capturable Harvest Beasts","suffix","1","memory_line_einhar, default"
"of the Menagerie","Unknown","undefined","suffix","1","memory_line_einhar, default"
"of Bounty Hunters","Unknown","undefined","suffix","1","memory_line_alva, default"
"of the Sacred Grove","Unknown","Areas contain The Sacred Grove<br>Crops are larger in size<br>Crops contain higher tier seeds","suffix","1","memory_line_einhar, default"
"of Chasms","Unknown","Areas contain additional Abysses<br>Abysses have already fully opened<br>Abysses contain monsters from Beyond this realm","suffix","1","memory_line_niko, default"
"Vined","Unknown","undefined","unique","18","magic, default"
"Honourable","Unknown","Various","prefix","Various","Various"
"Moral","Unknown","Various","prefix","Various","Various"
"Principled","Unknown","Various","prefix","Various","Various"
"Respected","Unknown","Various","prefix","Various","Various"
"Revitalising","Unknown","Various","prefix","Various","Various"
"Galvanising","Unknown","Various","prefix","Various","Various"
"Enlivening","Unknown","Various","prefix","Various","Various"
"Brightening","Unknown","Various","prefix","Various","Various"
"of Dampening","Unknown","Monsters have (5-6)% chance to drop double [SacredWater|Sacred Water]","suffix","1","small_sanctum_relic, default"
"of Soaking","Unknown","Monsters have (7-8)% chance to drop double [SacredWater|Sacred Water]","suffix","35","small_sanctum_relic, default"
"of Drenching","Unknown","Various","suffix","Various","Various"
"of Saturating","Unknown","Monsters have (11-15)% chance to drop double [SacredWater|Sacred Water]","suffix","70","small_sanctum_relic, default"
"of Flowing","Unknown","Fountains have (5-6)% chance to grant double [SacredWater|Sacred Water]","suffix","1","small_sanctum_relic, default"
"of Charity","Unknown","(7-6)% reduced Merchant Prices","suffix","1","medium_sanctum_relic, default"
"of Diplomacy","Unknown","(10-8)% reduced Merchant Prices","suffix","74","medium_sanctum_relic, default"
"of Empowerment","Unknown","Restore (40-59) [Honour] on killing a Boss","suffix","1","medium_sanctum_relic, default"
"of Championship","Unknown","Restore (60-79) [Honour] on killing a Boss","suffix","45","medium_sanctum_relic, default"
"of Refreshment","Unknown","Restore (25-35) [Honour] on venerating a Maraketh Shrine","suffix","1","medium_sanctum_relic, default"
"of Youth","Unknown","Restore (40-49) [Honour] on venerating a Maraketh Shrine","suffix","60","medium_sanctum_relic, default"
"of Freshness","Unknown","Restore (50-59) [Honour] on venerating a Maraketh Shrine","suffix","72","medium_sanctum_relic, default"
"of Bloom","Unknown","Restore (60-75) [Honour] on venerating a Maraketh Shrine","suffix","78","medium_sanctum_relic, default"
"Commoner's","Unknown","Gain (30-39) [SacredWater|Sacred Water] at the start of the Trial","prefix","1","small_sanctum_relic, default"
"Dekhara's","Unknown","Gain (40-49) [SacredWater|Sacred Water] at the start of the Trial","prefix","40","small_sanctum_relic, default"
"Sekhema's","Unknown","Gain (40-49) [SacredWater|Sacred Water] at the start of the Trial","prefix","67","small_sanctum_relic, default"
"Divinity's","Unknown","Gain (50-59) [SacredWater|Sacred Water] at the start of the Trial","prefix","76","small_sanctum_relic, default"
"of the Well","Unknown","Gain (11-15) [SacredWater|Sacred Water] when you complete a Room","suffix","1","large_sanctum_relic, default"
"of the Fountain","Unknown","Gain (16-20) [SacredWater|Sacred Water] when you complete a Room","suffix","56","large_sanctum_relic, default"
"of the Oasis","Unknown","Gain (21-30) [SacredWater|Sacred Water] when you complete a Room","suffix","77","large_sanctum_relic, default"
"of Progress","Unknown","Restore (10-14) [Honour] on room completion","suffix","60","large_sanctum_relic, default"
"of Advancement","Unknown","Restore (15-19) [Honour] on room completion","suffix","70","large_sanctum_relic, default"
"of Headway","Unknown","Restore (20-24) [Honour] on room completion","suffix","75","large_sanctum_relic, default"
"of Betterment","Unknown","Restore (25-30) [Honour] on room completion","suffix","80","large_sanctum_relic, default"
"of Illumination","Unknown","Various","suffix","Various","Various"
"of Clairvoyance","Unknown","Various","suffix","Various","Various"
"of Dignity","Unknown","(6-7)% chance to Avoid gaining an [Afflictions|Affliction]","suffix","1","large_sanctum_relic, default"
"of Prestige","Unknown","(8-9)% chance to Avoid gaining an [Afflictions|Affliction]","suffix","55","large_sanctum_relic, default"
"of Honour","Unknown","(12-15)% chance to Avoid gaining an [Afflictions|Affliction]","suffix","78","large_sanctum_relic, default"
"Crushing","Unknown","Monsters take (11-15)% increased Damage","prefix","1","large_sanctum_relic, default"
"Annihilating","Unknown","Monsters take (21-30)% increased Damage","prefix","77","large_sanctum_relic, default"
"Transgressor's","Unknown","[Rarity|Rare] Monsters take (11-15)% increased Damage","prefix","1","medium_sanctum_relic, default"
"Violator's","Unknown","[Rarity|Rare] Monsters take (16-20)% increased Damage","prefix","60","medium_sanctum_relic, default"
"Disgrace's","Unknown","[Rarity|Rare] Monsters take (21-30)% increased Damage","prefix","78","medium_sanctum_relic, default"
"Usurper's","Unknown","Bosses take (16-20)% increased Damage","prefix","60","medium_sanctum_relic, default"
"Regicidal","Unknown","Bosses take (21-30)% increased Damage","prefix","78","medium_sanctum_relic, default"
"Plentiful","Unknown","The Merchant has an additional Choice","prefix","60","medium_sanctum_relic, default"
"Cornucopic","Unknown","The Merchant has an additional Choice","prefix","72","medium_sanctum_relic, default"
"Bulwark","Unknown","[Rarity|Rare] Monsters deal 5% reduced Damage","prefix","1","medium_sanctum_relic, default"
"Bastion","Unknown","[Rarity|Rare] Monsters deal (7-6)% reduced Damage","prefix","60","medium_sanctum_relic, default"
"Citadel","Unknown","[Rarity|Rare] Monsters deal (10-8)% reduced Damage","prefix","78","medium_sanctum_relic, default"
"Aegis","Unknown","Bosses deal 5% reduced Damage","prefix","1","medium_sanctum_relic, default"
"Vanguard","Unknown","Bosses deal (7-6)% reduced Damage","prefix","60","medium_sanctum_relic, default"
"Phalanx","Unknown","Bosses deal (10-8)% reduced Damage","prefix","78","medium_sanctum_relic, default"
"of Learning","Unknown","(11-15)% increased quantity of [Relic|Relics] dropped by Monsters","suffix","50","small_sanctum_relic, default"
"of Investigation","Unknown","(16-20)% increased quantity of [Relic|Relics] dropped by Monsters","suffix","80","small_sanctum_relic, default"
"Light-footed","Unknown","Traps deal (4-3)% reduced Damage","prefix","1","small_sanctum_relic, default"
"Acrobatic","Unknown","Traps deal (7-5)% reduced Damage","prefix","1","small_sanctum_relic, default"
"Limber","Unknown","Traps deal (10-8)% reduced Damage","prefix","78","small_sanctum_relic, default"
"Hasted","Unknown","(7-10)% increased Movement Speed","prefix","78","small_sanctum_relic, default"
"of Lunging","Unknown","+(0.3-0.4) metres to Dodge Roll distance","suffix","1","small_sanctum_relic, default"
"of Eluding","Unknown","+(0.5-0.7) metres to Dodge Roll distance","suffix","70","small_sanctum_relic, default"
"of Unyielding","Unknown","(11-8)% reduced [Slow|Slowing] Potency of [Debuff|Debuffs] on You","suffix","1","small_sanctum_relic, default"
"of Unrelenting","Unknown","(15-12)% reduced [Slow|Slowing] Potency of [Debuff|Debuffs] on You","suffix","55","small_sanctum_relic, default"
"of the Pathfinder","Unknown","(20-16)% reduced [Slow|Slowing] Potency of [Debuff|Debuffs] on You","suffix","76","small_sanctum_relic, default"
"of Tenacity","Unknown","Hits against you have (16-19)% reduced [CriticalDamageBonus|Critical Damage Bonus]","suffix","55","small_sanctum_relic, default"
"of Unwavering","Unknown","Hits against you have (20-25)% reduced [CriticalDamageBonus|Critical Damage Bonus]","suffix","76","small_sanctum_relic, default"
"Pilferer's","Unknown","When you gain a [SekhemaKeys|Key] (7-9)% chance to gain another","prefix","1","large_sanctum_relic, default"
"Picklock's","Unknown","When you gain a [SekhemaKeys|Key] (10-12)% chance to gain another","prefix","60","large_sanctum_relic, default"
"of Donation","Unknown","Restore (25-35) [Honour] on picking up a [SekhemaKeys|Key]","suffix","1","large_sanctum_relic, default"
"of Entrusting","Unknown","Restore (40-49) [Honour] on picking up a [SekhemaKeys|Key]","suffix","60","large_sanctum_relic, default"
"of Bestowing","Unknown","Restore (50-59) [Honour] on picking up a [SekhemaKeys|Key]","suffix","72","large_sanctum_relic, default"
"of Bequeathing","Unknown","Restore (60-75) [Honour] on picking up a [SekhemaKeys|Key]","suffix","78","large_sanctum_relic, default"
"Time-warping","Unknown","Monsters have 4% reduced [Attack], Cast and Movement Speed","prefix","1","large_sanctum_relic, default"
"Chronomancy","Unknown","Monsters have 5% reduced [Attack], Cast and Movement Speed","prefix","60","large_sanctum_relic, default"
"Temporal","Unknown","Monsters have (7-6)% reduced [Attack], Cast and Movement Speed","prefix","78","large_sanctum_relic, default"
"of Worth","Unknown","Various","suffix","Various","Various"
"of Deserving","Unknown","Various","suffix","Various","Various"
"of Justification","Unknown","Various","suffix","Various","Various"
"of Entitlement","Unknown","Various","suffix","Various","Various"
"of Merit","Unknown","Various","suffix","Various","Various"
"of Excellence","Unknown","+(2-3)% to Maximum [HonourResistance|Honour Resistance]","suffix","60","large_sanctum_relic, default"
"of Brilliance","Unknown","+(4-5)% to Maximum [HonourResistance|Honour Resistance]","suffix","78","large_sanctum_relic, default"
"of Access","Unknown","(6-10)% increased quantity of [SekhemaKeys|Keys] dropped by Monsters","suffix","1","small_sanctum_relic, default"
"of Admission","Unknown","(11-15)% increased quantity of [SekhemaKeys|Keys] dropped by Monsters","suffix","50","small_sanctum_relic, default"
"of Entry","Unknown","(16-20)% increased quantity of [SekhemaKeys|Keys] dropped by Monsters","suffix","65","small_sanctum_relic, default"
"of Entrance","Unknown","(21-25)% increased quantity of [SekhemaKeys|Keys] dropped by Monsters","suffix","75","small_sanctum_relic, default"
"Cheater's","Unknown","(5-8)% chance if you were to lose all your [Honour] to have 1 [Honour] instead","prefix","1","large_sanctum_relic, default"
"Enhancing","Unknown","(3-4)% chance for each of your [SekhemaKeys|Keys] to upgrade on completing a Floor","prefix","1","large_sanctum_relic, default"
"Reforging","Unknown","(5-6)% chance for each of your [SekhemaKeys|Keys] to upgrade on completing a Floor","prefix","60","large_sanctum_relic, default"
"Upgrading","Unknown","(7-9)% chance for each of your [SekhemaKeys|Keys] to upgrade on completing a Floor","prefix","77","large_sanctum_relic, default"
"of Cremation","Unknown","Monsters deal (70-100)% of Damage as Extra Fire<br>Monster Damage penetrates (10-15)% of Fire Resistance","suffix","1","default"
"of Glaciation","Unknown","Monsters deal (70-100)% of Damage as Extra Cold<br>Monster Damage penetrates (10-15)% of Cold Resistance","suffix","1","default"
"of Hexing","Unknown","Players are [Curse|Cursed] with Temporal Chains<br>Players are [Curse|Cursed] with Enfeeble<br>Players are [Curse|Cursed] with Elemental Weakness","suffix","1","default"
"of Chaos","Unknown","Monsters deal (70-100)% of Damage as Extra Chaos","suffix","1","default"
"of Bolstering","Unknown","(40-75)% more Monster Life<br>Monsters have (40-75)% increased [Armour], [Evasion] and [EnergyShield|Energy Shield]","suffix","1","default"
"of Wasting","Unknown","Players have (40-30)% less maximum Life and [EnergyShield|Energy Shield]","suffix","1","default"
"of Defencelessness","Unknown","Players have (75-50)% less [Armour], [Evasion] and [EnergyShield|Energy Shield]","suffix","1","default"
"of Suffocation","Unknown","Players have (75-50)% less Recovery Rate of Life, Mana and [EnergyShield|Energy Shield]","suffix","1","default"
"Alchemist's","Unknown","Sacrifice up to 10 Orbs of Alchemy to receive double on Trial completion","prefix","1","default"
"Greater Regal","Unknown","Sacrifice up to 10 Greater Regal Orbs to receive double on Trial completion","prefix","1","default"
"Perfect Regal","Unknown","Sacrifice up to [] to receive double on Trial completion","prefix","1","default"
"Greater Chaotic","Unknown","Sacrifice up to [] to receive double on Trial completion","prefix","1","default"
"Perfect Chaotic","Unknown","Sacrifice up to [] to receive double on Trial completion","prefix","1","default"
"Exalted","Unknown","Various","prefix","Various","Various"
"Greater Exalted","Unknown","Sacrifice up to 10 Greater Exalted Orbs to receive double on Trial completion","prefix","1","default"
"Perfect Exalted","Unknown","Sacrifice up to 3 Perfect Exalted Orbs to receive double on Trial completion","prefix","1","default"
"Null","Unknown","Sacrifice up to 3 Orb of Annulments to receive double on Trial completion","prefix","1","default"
"Chancing","Unknown","Sacrifice up to [] to receive double on Trial completion","prefix","1","default"
"Armourer's","Unknown","Sacrifice up to 20 Armourer's Scraps to receive double on Trial completion","prefix","1","default"
"Blacksmith's","Unknown","Sacrifice up to [] to receive double on Trial completion","prefix","1","default"
"Arcanist's","Unknown","Sacrifice up to [] to receive double on Trial completion","prefix","1","default"
"Glassblower's","Unknown","Sacrifice up to 20 Glassblower's Baubles to receive double on Trial completion","prefix","1","default"
"Gemcutter's","Unknown","Sacrifice up to [] to receive double on Trial completion","prefix","1","default"
"Owl-Touched","Unknown","undefined","torment","1",""
"Hunted by the Winter Owl","Unknown","undefined","torment","1",""
"Serpent-Touched","Unknown","undefined","torment","1",""
"Hunted by the Ancient Serpent","Unknown","undefined","torment","1",""
"Primate-Touched","Unknown","undefined","torment","1",""
"Hunted by the Howling Ape","Unknown","undefined","torment","1",""
"Bear-Touched","Unknown","undefined","torment","1",""
"Hunted by the Great Bear","Unknown","undefined","torment","1",""
